enrollment_id,week1_activity_count,week2_activity_count,week3_activity_count,week4_activity_count,week5_activity_count
165648,0,1,0,0,0
165652,0,0,2,0,0
165656,49,0,0,0,0
165659,0,1,0,0,0
165663,4,3,0,0,0
165666,13,0,0,0,0
165669,34,12,0,0,0
165672,0,7,0,0,0
165673,0,47,89,0,0
165675,7,0,0,0,0
165677,0,0,37,1,0
165679,26,0,0,0,0
165681,0,9,6,0,0
165688,0,1,0,0,0
165692,0,28,0,0,0
165693,0,6,0,0,0
165694,0,4,0,0,0
165697,0,2,0,0,0
165698,0,0,1,0,0
165702,0,0,1,0,0
165703,0,10,43,0,0
165705,1,0,0,0,0
165706,0,43,0,0,0
165708,8,0,0,6,0
165711,1,0,0,0,0
165712,0,0,7,0,0
165713,6,0,0,0,0
165721,0,1,0,0,0
165722,6,0,0,0,0
165723,2,0,0,0,0
165727,0,0,1,0,0
165728,0,0,0,2,0
165729,0,0,43,0,0
165734,6,0,0,0,0
165737,0,0,0,2,0
165738,0,2,0,119,0
165743,8,0,0,0,0
165745,0,0,2,0,0
165747,40,0,0,0,0
165748,44,46,0,0,0
165749,0,1,0,0,0
165751,0,0,2,0,0
165752,4,0,0,0,0
165756,18,0,0,0,0
165758,0,1,0,0,0
165760,0,8,18,0,0
165761,1,4,0,0,0
165764,73,177,0,0,0
165768,2,0,0,0,0
165769,13,0,0,0,0
165773,5,0,0,0,0
165775,1,0,0,0,0
165781,3,0,0,0,0
165782,32,0,0,0,0
165787,0,6,0,0,0
165788,18,0,0,0,0
165790,2,0,0,0,0
165792,0,0,1,0,0
165793,9,3,0,0,0
165797,0,1,0,0,0
165799,0,1,1,0,0
165800,0,1,0,0,0
165801,0,8,0,0,0
165802,10,0,0,0,0
165805,0,2,3,0,0
165806,0,1,0,0,0
165812,0,0,0,2,0
165815,1,0,0,0,0
165816,0,21,0,0,0
165817,0,0,25,0,0
165819,0,19,0,0,0
165828,16,0,0,0,0
165833,2,0,0,0,0
165834,6,0,0,0,0
165836,6,0,0,0,0
165840,70,0,0,54,0
165844,0,23,0,0,0
165849,22,0,0,0,0
165850,36,0,0,0,0
165851,172,8,0,0,0
165854,20,0,0,0,0
165859,3,0,0,0,0
165862,1,0,0,0,0
165864,0,3,0,0,0
165866,0,1,0,0,0
165867,6,0,0,0,0
165868,7,0,0,0,0
165872,9,0,0,0,0
165873,5,0,0,0,0
165875,16,0,0,0,0
165876,6,0,0,0,0
165878,13,15,0,0,0
165879,172,0,0,0,0
165881,7,0,0,0,0
165884,0,6,0,0,0
165886,8,0,0,0,0
165888,0,3,0,0,0
165890,1,0,0,0,0
165905,6,0,0,0,0
165910,36,0,0,0,0
165911,1,0,0,0,0
165917,1,0,0,0,0
165921,4,0,0,0,0
165922,6,0,0,0,0
165925,0,0,9,0,0
165928,0,0,1,0,0
165930,0,0,10,0,0
165934,0,0,1,0,0
165939,0,0,24,0,0
165944,0,0,21,0,0
165949,0,0,1,0,0
165954,0,0,6,0,0
165955,0,0,49,0,0
165956,0,0,22,0,0
165957,0,0,12,0,0
165958,0,0,1,0,0
165961,0,0,1,0,0
165965,0,0,1,0,0
165969,0,0,2,0,0
165970,0,0,15,0,0
165975,0,0,9,0,0
165976,0,0,1,0,0
165977,0,0,9,0,0
165982,0,0,1,0,0
165998,0,0,1,0,0
165999,0,0,11,0,0
166002,0,0,26,0,0
166003,0,0,1,0,0
166005,0,0,7,0,0
166006,0,0,3,0,0
166009,0,0,8,0,0
166012,0,0,12,0,0
166014,0,0,1,0,0
166015,0,0,5,0,0
166018,0,0,6,0,0
166019,0,0,8,0,0
166022,0,0,0,11,1
166026,0,0,0,0,1
166027,0,0,0,11,4
166029,0,0,0,0,1
166030,0,0,0,0,1
166031,0,0,0,0,3
166033,0,0,0,0,1
166035,0,0,0,0,14
166040,5,0,0,0,0
166042,93,0,0,3,0
166044,5,0,0,0,0
166048,9,0,0,0,0
166053,3,0,0,0,0
166057,13,0,0,0,0
166059,3,0,0,0,0
166060,18,0,0,0,0
166066,29,0,0,0,0
166071,8,0,0,0,0
166072,1,0,0,0,0
166074,10,0,0,0,0
166078,0,0,0,7,0
166079,0,0,0,13,0
166081,0,0,0,177,0
166082,0,0,0,43,0
166084,0,0,0,10,0
166088,0,0,0,11,0
166097,0,0,0,1,0
166098,0,0,2,1,0
166099,0,0,0,1,0
166101,0,0,0,1,0
166102,0,0,0,1,0
166103,0,0,0,43,0
166111,0,0,0,0,11
166113,0,0,0,0,13
166115,0,0,0,0,2
166117,0,0,0,0,1
166118,0,0,0,0,12
166119,0,0,0,0,4
166120,0,0,0,0,5
166128,0,0,4,0,13
166133,0,0,108,0,0
166134,0,0,1,0,0
166135,0,0,112,0,0
166138,0,0,25,0,0
166139,0,0,3,0,0
166141,0,0,1,0,0
166143,0,0,4,0,0
166144,0,0,1,0,0
166152,0,0,20,0,0
166159,0,0,7,0,0
166166,0,0,16,0,0
166169,0,0,6,0,0
166171,0,0,7,0,0
166172,0,0,8,0,0
166173,0,0,4,0,0
166174,0,0,14,0,0
166176,0,0,1,0,0
166178,0,0,1,0,0
166179,0,0,1,0,0
166180,0,0,1,0,0
166183,0,0,1,0,0
166185,0,0,1,0,0
166190,53,0,48,0,0
166193,0,0,7,0,0
166197,0,0,1,0,0
166199,0,0,1,0,0
166200,0,0,1,0,0
166201,0,0,5,0,0
166208,0,0,1,0,0
166211,0,8,6,0,0
166212,0,0,5,0,0
166216,0,0,9,0,0
166218,0,0,2,0,0
166219,0,0,8,0,0
166221,0,0,1,0,0
166223,0,0,6,0,0
166226,0,0,1,0,0
166228,0,0,5,0,0
166235,0,0,1,0,0
166238,0,0,1,0,0
166240,0,0,4,0,0
166243,0,0,2,0,0
166245,0,0,17,0,0
166247,0,0,23,0,0
166248,0,0,21,0,0
166252,0,0,85,0,0
166253,0,0,2,0,0
166255,0,0,11,0,0
166257,0,0,2,0,0
166258,0,0,18,0,0
166259,0,0,1,0,0
166260,0,0,10,0,0
166261,0,0,2,0,0
166262,0,0,1,0,0
166263,0,0,7,0,0
166264,0,0,47,0,0
166267,0,0,10,0,0
166274,0,0,66,0,0
166275,0,22,0,0,0
166278,30,0,0,0,0
166279,17,0,0,0,0
166280,0,0,13,0,0
166281,21,0,7,0,0
166284,0,0,0,1,0
166288,0,0,1,0,0
166291,0,0,4,0,0
166292,1,0,0,0,0
166294,3,0,0,0,0
166296,13,0,0,0,0
166301,8,0,0,0,0
166304,32,0,4,0,0
166307,0,0,26,0,0
166308,0,42,0,0,0
166313,9,0,0,0,0
166317,159,0,231,65,0
166319,0,0,0,7,0
166321,0,68,0,0,0
166322,1,0,0,0,0
166323,11,0,0,0,0
166325,0,0,13,0,0
166326,0,0,30,0,0
166328,10,0,0,0,0
166335,0,42,0,0,0
166344,0,3,0,0,0
166348,0,0,3,0,0
166350,14,0,0,0,0
166353,0,0,93,0,0
166357,1,0,0,0,0
166359,0,0,9,0,0
166360,0,0,2,0,0
166362,5,0,0,0,0
166363,0,0,8,0,0
166371,0,0,7,0,0
166373,0,0,20,0,0
166375,0,0,1,0,0
166377,0,0,0,1,0
166380,0,1,0,0,0
166388,0,0,7,0,0
166392,0,0,1,0,0
166393,75,0,70,0,0
166394,71,0,0,0,0
166395,20,0,0,0,0
166398,0,0,8,0,0
166399,0,11,0,0,0
166401,0,3,0,0,0
166404,0,0,12,0,0
166409,12,0,15,0,0
166412,0,0,31,0,0
166417,35,0,0,0,0
166418,0,0,17,0,0
166419,0,1,0,0,0
166422,0,49,30,0,0
166424,0,5,0,0,0
166426,0,0,15,0,0
166428,0,0,2,0,0
166429,0,8,0,0,0
166433,41,0,0,0,0
166437,0,0,49,0,0
166439,134,0,88,0,0
166441,3,0,0,0,0
166442,0,0,0,19,0
166445,0,0,83,0,0
166450,5,0,0,0,0
166451,0,55,35,0,0
166452,3,0,0,0,0
166456,0,60,0,0,0
166459,8,0,0,0,0
166460,58,0,0,0,0
166464,0,7,0,0,0
166467,0,17,0,0,0
166469,0,0,4,0,0
166470,0,48,0,0,0
166471,2,0,0,0,0
166474,0,0,0,38,0
166478,11,0,0,0,0
166479,0,0,12,0,0
166486,0,0,11,0,0
166487,6,0,0,0,0
166488,0,0,17,0,0
166489,0,0,21,0,0
166491,0,0,28,0,0
166497,0,54,0,0,0
166498,2,0,0,0,0
166502,0,0,1,0,0
166503,0,6,0,0,0
166507,0,0,16,0,0
166508,0,0,1,0,0
166509,0,4,0,0,0
166514,1,0,0,0,0
166515,0,0,1,0,0
166519,18,0,0,0,0
166521,21,0,0,0,0
166526,2,0,0,0,0
166529,6,0,0,0,0
166530,0,0,14,0,0
166535,2,0,0,0,0
166536,8,0,0,0,0
166537,23,0,0,0,0
166540,1,0,0,0,0
166543,0,0,1,0,0
166544,17,0,0,0,0
166549,1,0,0,0,0
166563,25,0,0,0,0
166564,5,0,0,11,0
166566,0,0,5,0,0
166572,0,0,68,0,0
166578,0,0,4,0,0
166579,0,14,0,0,0
166581,29,0,0,0,0
166582,0,0,1,0,0
166584,0,0,18,0,0
166585,0,0,47,17,0
166588,0,9,0,0,0
166589,0,0,6,0,0
166591,0,0,7,0,0
166594,0,0,0,1,0
166595,27,0,0,0,0
166596,11,0,0,0,0
166600,1,0,0,0,0
166601,25,0,6,0,0
166602,1,0,0,0,0
166604,0,1,0,0,0
166608,6,0,0,0,0
166613,2,0,0,0,0
166614,0,0,5,0,0
166619,0,0,11,0,0
166623,1,0,0,0,0
166630,0,8,0,0,0
166634,0,0,2,0,0
166642,1,0,0,0,0
166643,2,0,0,0,0
166644,0,1,0,0,0
166645,26,0,0,0,0
166646,18,0,0,0,0
166647,0,0,26,0,0
166651,8,0,0,0,0
166652,0,0,30,0,0
166654,10,0,0,0,0
166665,0,0,2,0,0
166672,7,0,0,0,0
166675,20,0,0,0,0
166681,0,0,112,0,0
166688,0,0,1,0,0
166691,0,0,1,0,0
166693,0,0,2,0,0
166694,0,0,18,0,0
166697,0,0,6,0,0
166707,0,2,0,0,0
166712,0,30,0,0,0
166715,0,0,1,0,0
166716,5,0,0,0,0
166717,11,0,0,0,0
166722,0,0,1,0,0
166726,0,4,0,0,0
166728,29,0,0,0,0
166731,42,0,0,0,0
166735,0,0,1,0,0
166737,0,0,0,1,0
166738,1,0,0,0,0
166739,27,0,0,0,0
166740,2,0,0,0,0
166741,0,2,0,0,0
166744,0,0,2,0,0
166745,2,0,0,0,0
166749,62,0,0,0,0
166751,0,0,1,0,0
166754,0,6,0,0,0
166757,0,0,13,0,0
166758,0,0,1,43,0
166761,0,0,1,0,0
166763,0,0,1,0,0
166764,0,0,12,0,0
166770,0,1,0,0,0
166774,0,7,36,0,0
166777,0,0,75,0,0
166780,66,0,35,0,0
166781,0,0,7,0,0
166786,9,0,0,0,0
166787,28,0,23,0,0
166789,6,0,0,0,0
166791,0,6,0,0,0
166792,0,44,0,0,0
166793,0,65,0,0,0
166796,0,0,9,0,0
166800,11,0,0,0,0
166804,11,0,0,0,0
166805,0,0,1,0,0
166807,0,0,1,0,0
166808,0,0,53,0,0
166813,1,0,0,0,0
166814,17,0,0,0,0
166816,0,22,0,0,0
166820,0,0,7,2,0
166822,0,0,0,38,0
166824,37,0,0,0,0
166826,0,0,18,0,0
166829,0,0,16,0,0
166830,0,0,0,1,0
166831,0,0,79,0,0
166833,5,0,0,0,0
166834,0,8,0,0,0
166835,0,0,13,0,0
166836,0,0,7,0,0
166843,0,0,12,0,0
166844,30,0,0,0,0
166854,0,0,2,0,0
166855,0,0,8,0,0
166858,0,0,8,0,0
166859,0,1,0,0,0
166860,0,0,22,0,5
166862,0,0,79,0,0
166865,0,0,43,0,0
166870,6,0,0,0,0
166872,0,0,0,6,0
166873,0,0,46,29,0
166874,0,25,0,0,0
166878,0,3,0,0,0
166890,19,0,0,0,0
166892,0,9,0,0,0
166896,17,0,0,0,0
166899,0,0,13,0,0
166900,0,0,34,0,0
166901,0,0,1,0,0
166905,0,0,0,19,0
166906,0,0,0,2,0
166907,0,1,19,0,0
166912,102,0,8,0,0
166913,12,0,0,0,0
166915,0,0,6,0,0
166916,0,0,2,0,0
166918,4,0,0,0,0
166920,13,0,0,0,0
166923,15,0,0,0,0
166925,26,0,0,0,0
166928,0,0,51,0,0
166932,0,0,12,0,0
166935,0,0,4,0,0
166937,0,0,10,0,0
166938,0,0,2,0,0
166939,0,0,1,0,0
166943,0,0,14,0,0
166946,0,16,0,0,0
166953,0,8,0,0,0
166958,3,0,0,0,0
166959,0,0,1,0,0
166961,1,0,0,0,0
166969,0,0,1,0,0
166970,2,0,0,0,0
166974,0,0,1,0,0
166976,0,0,0,3,0
166981,0,0,1,0,0
166983,0,0,2,0,0
166984,0,4,0,0,0
166987,0,0,1,0,0
166988,0,0,0,9,0
166991,0,0,28,0,0
166996,0,0,15,0,0
167000,13,0,9,0,0
167002,0,0,1,0,0
167003,3,0,0,0,0
167010,0,0,13,0,0
167011,0,0,1,0,0
167012,0,0,7,0,0
167013,0,0,17,0,0
167015,2,0,0,0,0
167017,5,0,0,0,0
167019,9,0,2,0,0
167022,0,0,0,2,0
167026,0,0,1,0,0
167028,0,0,1,0,0
167029,13,0,0,0,0
167030,0,0,22,0,0
167031,0,0,0,1,0
167032,0,0,16,0,0
167033,0,0,1,0,0
167034,24,0,0,0,0
167038,0,0,41,0,0
167039,0,40,0,10,0
167044,8,0,10,0,0
167047,0,0,1,0,0
167050,0,0,0,1,0
167053,0,2,6,0,0
167054,0,0,7,0,0
167055,0,0,10,0,0
167064,3,0,0,0,0
167065,22,0,0,0,0
167066,0,2,0,0,0
167067,2,0,0,0,0
167070,0,0,1,0,0
167075,0,0,0,2,0
167077,0,0,4,0,0
167078,0,6,0,0,0
167083,0,0,29,0,0
167084,106,75,8,0,0
167087,0,0,21,0,0
167088,0,0,1,0,0
167089,0,0,1,0,0
167090,0,0,9,0,0
167091,0,2,0,0,0
167092,0,0,18,5,0
167093,12,0,0,0,0
167095,53,0,0,0,0
167097,0,0,1,0,0
167099,14,0,0,0,0
167103,0,0,9,0,0
167107,0,6,0,0,0
167108,0,0,0,1,0
167109,14,0,24,0,0
167118,0,0,6,0,0
167121,10,0,0,0,0
167122,0,0,0,20,0
167123,0,0,39,0,0
167126,11,0,0,0,0
167127,30,14,0,0,0
167128,0,0,0,6,0
167133,0,1,0,0,0
167141,0,0,1,0,0
167145,18,0,0,0,0
167148,0,9,0,0,0
167153,0,0,11,0,0
167156,0,0,25,0,0
167159,0,19,0,0,0
167160,0,0,16,0,0
167161,13,0,0,0,0
167164,0,0,1,0,0
167168,0,8,0,0,0
167177,0,0,1,0,0
167188,0,0,6,0,0
167192,0,91,0,0,0
167193,0,50,0,0,0
167194,0,0,0,55,0
167197,25,0,0,0,0
167199,0,0,0,18,0
167210,0,0,16,0,0
167211,3,0,0,1,0
167212,0,0,7,0,0
167213,0,0,37,0,0
167221,0,0,18,0,0
167223,37,0,0,0,0
167225,21,0,0,0,0
167232,67,0,0,0,0
167233,16,0,0,0,0
167238,0,0,1,0,0
167241,0,42,0,0,0
167249,0,0,55,0,0
167258,0,0,0,42,0
167269,0,0,37,0,0
167272,0,0,0,11,0
167275,0,0,1,0,0
167283,25,16,16,0,0
167284,0,0,1,0,0
167288,0,0,9,0,0
167289,0,0,0,55,0
167292,0,1,0,0,0
167293,0,0,1,0,0
167294,0,0,2,0,0
167299,50,0,0,0,0
167305,0,3,0,0,0
167306,0,0,1,0,0
167308,0,0,5,0,0
167309,0,1,0,0,0
167310,0,1,0,0,0
167311,0,0,43,0,0
167312,4,0,0,0,0
167319,0,0,0,2,0
167320,1,0,0,0,0
167329,0,0,2,0,0
167335,6,0,0,0,0
167336,47,0,0,0,0
167337,0,23,0,0,0
167339,0,0,0,1,0
167345,17,0,0,0,0
167346,0,0,24,0,0
167350,0,0,8,0,0
167355,0,0,1,0,0
167356,0,0,12,0,0
167361,0,0,8,0,0
167363,9,0,1,0,0
167365,0,0,1,0,0
167366,0,0,9,0,0
167373,0,12,0,0,0
167378,0,0,19,0,0
167380,0,0,37,0,0
167386,26,0,0,0,0
167388,70,0,32,0,0
167394,0,0,5,0,0
167395,0,0,29,0,0
167397,12,0,0,0,0
167398,26,0,0,0,0
167400,0,12,0,0,0
167401,0,6,0,0,0
167404,0,0,38,1,0
167406,0,0,29,0,3
167407,0,0,2,0,0
167408,0,0,15,0,0
167409,0,0,7,0,0
167410,0,13,0,0,0
167412,1,0,0,0,0
167413,0,0,31,14,0
167415,0,0,13,0,0
167416,0,0,28,0,0
167417,0,0,3,0,0
167419,0,0,68,0,0
167420,0,14,0,0,0
167426,0,0,1,0,0
167428,0,0,2,0,0
167429,16,0,0,0,0
167430,0,0,6,0,0
167432,0,0,1,0,0
167439,0,0,11,0,0
167440,0,0,13,0,0
167444,0,0,6,0,0
167449,0,0,14,0,0
167453,0,0,0,6,0
167456,4,0,0,0,0
167459,0,0,0,9,0
167460,29,0,0,0,0
167461,0,0,12,0,0
167464,2,0,0,0,0
167465,0,0,7,0,0
167470,0,22,0,0,0
167473,0,0,2,0,0
167474,22,0,0,0,0
167480,0,0,2,0,0
167481,0,6,0,0,0
167482,0,0,0,3,0
167483,0,0,2,0,0
167485,0,0,8,0,0
167492,9,0,99,0,0
167494,0,1,0,0,0
167495,0,0,35,0,0
167498,0,0,6,0,0
167501,1,0,0,0,0
167503,0,0,15,0,0
167505,39,0,0,0,0
167506,0,0,1,0,0
167507,0,0,0,3,0
167508,0,0,3,0,0
167510,18,0,0,0,0
167512,50,0,0,0,0
167513,0,0,35,0,0
167520,0,0,28,0,0
167525,0,0,1,0,0
167526,17,0,0,4,0
167527,0,0,2,0,0
167530,26,0,0,0,0
167533,0,0,0,6,0
167535,38,0,0,0,0
167537,0,12,0,0,0
167540,0,0,3,0,0
167545,9,0,0,0,0
167551,36,0,0,0,0
167554,0,22,0,30,37
167555,4,0,0,0,0
167556,0,0,0,13,0
167557,1,0,1,0,0
167561,0,0,1,0,0
167562,63,0,0,0,0
167564,19,0,0,0,0
167565,0,19,0,0,0
167566,5,0,0,0,0
167567,15,0,0,0,0
167569,0,0,2,0,0
167570,13,0,0,0,0
167572,0,0,6,0,0
167574,9,0,0,0,0
167576,0,0,5,0,0
167578,5,0,0,0,0
167579,0,0,10,0,0
167585,21,0,0,0,0
167587,0,3,0,0,0
167595,0,0,11,0,0
167596,0,0,16,0,0
167602,0,0,14,0,0
167603,0,0,1,0,0
167605,0,0,8,0,0
167606,0,19,0,0,0
167607,0,0,5,0,0
167611,0,7,0,0,0
167613,0,1,0,0,0
167616,0,0,21,0,0
167617,0,0,11,0,0
167618,0,6,0,0,0
167620,0,1,0,0,0
167621,0,0,0,3,0
167622,0,0,12,0,0
167626,0,7,0,0,0
167631,0,0,0,5,0
167633,0,0,1,0,0
167642,0,44,0,0,0
167645,0,6,0,0,0
167647,0,0,0,32,0
167649,0,0,69,0,0
167650,0,0,0,7,0
167653,0,0,5,0,0
167659,46,0,0,0,0
167662,0,34,0,0,0
167663,0,0,0,1,0
167667,20,0,0,0,0
167668,0,0,0,21,0
167675,0,0,1,0,0
167677,0,0,13,0,0
167678,0,0,2,0,0
167679,0,0,0,1,0
167680,1,0,0,0,0
167681,0,1,0,0,0
167684,0,0,1,0,0
167691,0,0,1,0,0
167693,0,0,14,0,0
167695,0,10,0,0,0
167696,0,0,0,8,0
167701,0,0,7,0,0
167702,16,0,0,0,0
167703,37,0,17,0,0
167705,7,0,0,0,0
167708,0,0,1,0,0
167712,19,0,4,0,0
167713,0,0,1,0,0
167714,65,0,22,0,0
167715,0,0,24,0,0
167716,18,0,0,0,0
167717,0,0,2,0,0
167722,0,0,14,0,0
167725,0,0,1,0,0
167726,0,0,1,0,0
167729,0,0,7,7,0
167732,0,0,1,0,0
167737,0,0,6,0,0
167738,0,2,163,0,0
167740,0,0,1,0,0
167743,0,0,0,1,0
167745,1,0,0,0,0
167746,0,0,10,0,0
167747,0,0,6,0,0
167748,0,0,11,0,0
167753,0,0,9,0,0
167754,0,0,3,0,0
167755,0,0,1,0,0
167761,0,0,22,0,0
167763,0,7,0,1,0
167765,11,0,0,0,0
167767,0,0,7,0,0
167769,0,0,8,0,0
167770,0,0,2,0,0
167774,0,0,19,0,0
167781,0,0,19,34,0
167783,0,0,1,0,0
167784,1,0,0,0,0
167786,0,10,34,0,0
167788,0,0,1,0,0
167789,0,0,1,0,0
167792,0,0,10,0,0
167793,1,0,0,0,0
167794,0,0,0,6,0
167798,1,0,0,0,0
167809,0,0,9,0,0
167810,0,0,1,0,0
167811,0,0,1,0,0
167815,0,0,6,0,0
167816,3,0,0,1,0
167817,10,0,0,0,0
167818,0,0,0,2,0
167819,0,3,0,0,0
167823,0,31,0,0,0
167824,1,0,0,0,0
167833,20,0,0,0,0
167836,8,0,0,0,0
167837,1,0,0,0,0
167838,15,0,0,0,0
167841,1,0,0,0,0
167843,13,0,7,0,0
167844,1,0,0,0,0
167846,9,0,0,0,0
167847,5,10,0,0,0
167850,9,0,0,0,0
167853,10,0,0,0,0
167856,16,3,0,0,0
167858,15,0,0,0,0
167859,1,0,0,0,0
167864,68,0,0,0,0
167865,0,6,0,0,0
167866,0,2,0,0,0
167870,22,0,0,0,0
167873,2,0,0,0,0
167876,2,0,0,0,0
167880,7,0,0,0,0
167885,13,0,0,0,0
167886,1,0,0,0,0
167887,0,7,0,0,0
167889,6,0,0,0,0
167898,3,0,0,0,0
167906,136,0,0,0,0
167908,0,1,0,0,0
167909,0,1,0,0,0
167912,29,0,0,0,0
167913,13,9,0,0,0
167914,2,0,0,0,0
167916,0,6,0,0,0
167917,27,0,0,0,0
167918,6,0,0,0,0
167919,2,0,0,0,0
167922,0,1,0,0,0
167923,0,7,0,0,0
167924,1,0,0,0,0
167925,1,0,0,0,0
167929,1,0,0,0,0
167934,2,0,0,0,0
167935,0,2,0,0,0
167938,1,0,0,0,0
167939,65,0,0,0,0
167943,0,3,0,0,0
167949,1,0,0,0,0
167956,0,0,8,0,0
167963,0,0,6,0,0
167965,0,0,34,0,0
167966,0,0,2,0,0
167968,0,0,2,0,0
167969,0,0,1,0,0
167972,0,0,1,0,0
167979,0,0,6,0,0
167980,0,0,2,0,0
167981,0,0,1,0,0
167983,0,0,0,1,0
167989,0,0,0,1,0
167997,0,0,0,1,0
167998,0,0,0,1,0
168000,0,0,0,1,0
168005,0,0,0,77,0
168006,0,0,0,1,0
168009,0,0,0,1,0
168010,0,0,0,1,0
168012,0,0,0,49,0
168013,0,0,0,9,0
168014,0,0,0,28,0
168018,0,0,0,24,0
168022,0,0,0,5,10
168024,0,0,0,1,0
168025,0,0,0,47,0
168026,0,0,0,2,0
168027,0,0,0,7,0
168030,0,0,0,63,0
168037,6,0,0,0,0
168046,6,0,0,0,0
168047,7,0,0,0,0
168048,11,0,0,0,0
168049,0,2,0,0,0
168056,0,24,0,0,0
168058,5,0,0,0,0
168062,20,0,0,0,0
168064,5,0,0,0,0
168066,0,37,0,0,0
168068,0,29,0,0,0
168069,0,20,0,0,0
168071,0,19,0,0,0
168072,0,3,0,2,0
168073,1,0,0,0,0
168074,0,12,0,0,0
168076,0,2,0,0,0
168080,0,2,0,0,0
168081,18,0,0,0,0
168083,14,0,0,0,0
168085,0,2,0,0,0
168086,1,0,0,0,0
168088,0,53,0,0,0
168090,1,0,0,0,0
168091,0,1,0,0,0
168094,0,4,0,4,0
168098,1,0,0,0,0
168100,12,0,0,0,0
168104,0,1,0,0,0
168110,79,0,0,0,0
168111,5,8,0,0,0
168115,7,0,0,0,0
168117,0,5,0,0,0
168120,15,0,0,0,0
168121,3,0,0,0,0
168122,0,1,0,0,0
168132,5,0,0,0,0
168136,5,0,0,0,0
168137,131,0,0,0,0
168139,12,0,0,0,0
168142,0,1,0,0,0
168143,6,0,0,0,0
168147,0,1,0,0,0
168148,9,0,0,0,0
168149,1,0,0,0,0
168154,0,1,0,0,0
168155,10,0,0,0,0
168158,0,7,0,0,0
168161,0,1,0,0,0
168163,0,1,0,0,0
168168,0,1,0,0,0
168171,0,1,0,0,0
168172,0,1,0,0,0
168173,1,0,0,0,0
168181,3,0,0,0,0
168182,29,0,0,0,0
168189,0,11,0,0,0
168190,0,114,30,47,23
168191,0,10,0,5,0
168192,0,0,0,1,0
168200,0,18,0,0,0
168201,0,0,0,1,0
168205,0,12,0,0,0
168206,57,0,0,0,0
168211,0,1,0,0,0
168213,0,0,0,1,0
168215,0,0,0,13,0
168223,9,0,0,0,0
168225,0,0,0,18,0
168227,101,0,0,0,0
168229,1,0,0,0,0
168231,0,0,0,17,0
168234,0,0,0,1,0
168235,0,5,0,0,0
168236,1,0,0,0,0
168238,0,0,0,5,0
168239,0,0,0,29,0
168249,0,0,0,38,0
168254,0,0,0,102,0
168256,6,0,0,0,0
168259,1,0,0,0,0
168260,0,1,0,0,0
168261,6,0,0,0,0
168264,0,12,0,0,0
168266,0,0,0,7,0
168273,0,1,0,0,0
168281,10,47,0,0,0
168285,0,0,0,15,0
168290,0,1,0,0,0
168291,0,0,0,1,0
168293,0,15,0,0,0
168294,0,0,0,18,0
168298,14,94,0,0,0
168299,0,0,0,9,0
168305,0,0,0,1,0
168307,0,1,0,0,0
168308,0,0,0,8,0
168309,0,12,0,0,0
168310,0,30,0,0,0
168311,0,0,0,9,0
168312,8,0,0,0,0
168316,0,0,0,14,0
168321,0,0,0,10,0
168324,0,0,0,34,0
168330,54,0,0,0,0
168331,0,26,0,0,0
168332,0,0,0,113,0
168334,15,0,0,0,0
168337,0,0,0,2,0
168339,0,0,0,13,0
168342,1,0,0,0,0
168345,1,0,0,0,0
168348,35,0,0,0,0
168354,10,0,0,0,0
168356,1,0,0,0,0
168357,0,0,0,8,0
168360,0,0,0,1,0
168362,10,101,29,52,4
168363,0,1,0,0,0
168374,0,0,0,1,0
168379,0,0,0,1,0
168382,0,5,0,0,0
168383,0,29,0,0,0
168390,0,0,0,113,0
168392,0,0,0,10,0
168394,8,0,0,0,0
168402,0,0,0,23,0
168403,71,0,0,0,0
168404,0,0,0,45,0
168405,0,1,0,0,0
168407,0,0,0,9,0
168408,0,0,0,19,0
168409,0,0,0,27,0
168415,28,0,0,0,0
168418,0,0,0,9,0
168420,0,0,0,12,0
168423,0,0,0,10,0
168425,0,18,0,0,0
168427,0,97,0,11,0
168429,0,46,0,0,0
168431,1,0,0,0,0
168436,0,2,0,0,0
168437,0,16,0,0,0
168438,0,1,0,0,0
168439,0,0,0,9,0
168446,0,2,0,0,0
168447,11,0,0,0,0
168449,1,0,0,0,0
168452,13,0,0,0,0
168453,0,21,0,0,0
168454,20,100,0,0,0
168455,0,67,0,0,0
168456,0,17,0,0,0
168457,0,0,0,12,0
168458,1,0,0,0,0
168459,0,1,0,0,0
168461,17,1,0,0,0
168467,0,9,0,0,0
168468,5,0,0,0,0
168470,51,5,0,0,0
168473,0,53,33,52,0
168477,0,1,0,0,0
168481,0,0,0,27,0
168483,70,0,0,0,0
168486,0,0,0,1,0
168487,0,21,0,0,0
168488,1,0,0,0,0
168489,0,0,0,112,0
168490,5,34,0,0,0
168491,5,0,0,0,0
168492,0,0,0,13,0
168496,0,0,0,16,0
168497,0,0,0,3,0
168498,6,0,0,0,0
168502,0,0,0,11,0
168503,4,0,0,0,0
168506,0,41,0,0,0
168509,55,46,0,0,0
168510,0,18,0,0,0
168515,0,0,0,33,0
168516,0,16,0,0,0
168517,0,0,0,1,0
168518,34,0,0,5,0
168522,36,5,0,0,0
168523,0,5,0,0,0
168527,0,0,0,30,0
168528,7,0,0,0,0
168530,0,0,0,18,0
168539,0,1,0,0,0
168540,1,0,0,0,0
168545,0,0,0,33,0
168546,0,6,0,0,0
168548,0,0,0,1,0
168550,0,1,0,0,0
168556,0,29,0,0,0
168558,5,0,0,0,0
